"No.","Time","Source","Destination","Protocol","Length","Info"
"1576","2019-02-26 23:51:09.140419","192.168.1.4","117.18.237.70","TLSv1.3","126","Application Data"
"1577","2019-02-26 23:51:09.171197","117.18.237.70","192.168.1.4","TCP","54","443  >  55059 [ACK] Seq=145341 Ack=2345 Win=150528 Len=0"
"1578","2019-02-26 23:51:09.172827","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data"
"1579","2019-02-26 23:51:09.172942","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=146761 Win=156160 Len=0"
"1580","2019-02-26 23:51:09.173436","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=146761 Ack=2345 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1581","2019-02-26 23:51:09.173521","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=148181 Win=156160 Len=0"
"1582","2019-02-26 23:51:09.173880","117.18.237.70","192.168.1.4","TLSv1.3","766","Application Data"
"1583","2019-02-26 23:51:09.194722","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data"
"1584","2019-02-26 23:51:09.194725","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=150313 Ack=2437 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1585","2019-02-26 23:51:09.194727","117.18.237.70","192.168.1.4","TLSv1.3","614","Application Data"
"1586","2019-02-26 23:51:09.194897","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=152293 Win=156160 Len=0"
"1587","2019-02-26 23:51:09.196989","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data"
"1588","2019-02-26 23:51:09.197397","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=153713 Win=156160 Len=0"
"1589","2019-02-26 23:51:09.198019","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=153713 Ack=2528 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1590","2019-02-26 23:51:09.198023","117.18.237.70","192.168.1.4","TLSv1.3","265","Application Data"
"1591","2019-02-26 23:51:09.198125","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=155344 Win=156160 Len=0"
"1592","2019-02-26 23:51:09.202619","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data"
"1593","2019-02-26 23:51:09.202767","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=156764 Win=156160 Len=0"
"1594","2019-02-26 23:51:09.203178","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=156764 Ack=2619 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1595","2019-02-26 23:51:09.203252","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=158184 Win=156160 Len=0"
"1596","2019-02-26 23:51:09.205554","117.18.237.70","192.168.1.4","TLSv1.3","295","Application Data"
"1597","2019-02-26 23:51:09.205672","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=158425 Win=155904 Len=0"
"1598","2019-02-26 23:51:09.206111","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data"
"1599","2019-02-26 23:51:09.206196","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=159845 Win=156160 Len=0"
"1600","2019-02-26 23:51:09.207519","117.18.237.70","192.168.1.4","TLSv1.3","1282","Application Data"
"1601","2019-02-26 23:51:09.207617","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=161073 Win=154880 Len=0"
"1602","2019-02-26 23:51:09.217875","117.18.237.70","192.168.1.4","TCP","54","443  >  55059 [ACK] Seq=161073 Ack=2872 Win=150528 Len=0"
"1603","2019-02-26 23:51:09.221560","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data"
"1604","2019-02-26 23:51:09.221563","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=162493 Ack=2872 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1605","2019-02-26 23:51:09.221570","117.18.237.70","192.168.1.4","TLSv1.3","1122","Application Data"
"1606","2019-02-26 23:51:09.221725","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=164981 Win=156160 Len=0"
"1607","2019-02-26 23:51:09.233075","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data"
"1608","2019-02-26 23:51:09.233218","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=166401 Win=156160 Len=0"
"1609","2019-02-26 23:51:09.237188","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=166401 Ack=2963 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1610","2019-02-26 23:51:09.237192","117.18.237.70","192.168.1.4","TLSv1.3","1109","Application Data"
"1611","2019-02-26 23:51:09.237199","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data"
"1612","2019-02-26 23:51:09.237382","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=170296 Win=156160 Len=0"
"1613","2019-02-26 23:51:09.237924","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=170296 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1614","2019-02-26 23:51:09.238011","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=171716 Win=156160 Len=0"
"1615","2019-02-26 23:51:09.239867","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=171716 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1616","2019-02-26 23:51:09.239871","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=173136 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1617","2019-02-26 23:51:09.240007","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=174556 Win=156160 Len=0"
"1618","2019-02-26 23:51:09.240985","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=174556 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1619","2019-02-26 23:51:09.242312","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=175976 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1620","2019-02-26 23:51:09.242396","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=177396 Win=156160 Len=0"
"1621","2019-02-26 23:51:09.243241","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=177396 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1622","2019-02-26 23:51:09.244532","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=178816 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1623","2019-02-26 23:51:09.244639","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=180236 Win=156160 Len=0"
"1624","2019-02-26 23:51:09.245435","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=180236 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1625","2019-02-26 23:51:09.246759","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=181656 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1626","2019-02-26 23:51:09.246866","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=183076 Win=156160 Len=0"
"1627","2019-02-26 23:51:09.247340","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=183076 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1628","2019-02-26 23:51:09.248383","117.18.237.70","192.168.1.4","TLSv1.3","1029","Application Data, Application Data"
"1629","2019-02-26 23:51:09.248468","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=185471 Win=156160 Len=0"
"1630","2019-02-26 23:51:09.249197","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data"
"1631","2019-02-26 23:51:09.250556","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=186891 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1632","2019-02-26 23:51:09.250662","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=188311 Win=156160 Len=0"
"1633","2019-02-26 23:51:09.251127","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=188311 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1634","2019-02-26 23:51:09.252481","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=189731 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1635","2019-02-26 23:51:09.252592","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=191151 Win=156160 Len=0"
"1636","2019-02-26 23:51:09.253063","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=191151 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1637","2019-02-26 23:51:09.254448","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=192571 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1638","2019-02-26 23:51:09.254577","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=193991 Win=156160 Len=0"
"1639","2019-02-26 23:51:09.255389","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=193991 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1640","2019-02-26 23:51:09.256676","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=195411 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1641","2019-02-26 23:51:09.256773","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=196831 Win=156160 Len=0"
"1642","2019-02-26 23:51:09.257298","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=196831 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1643","2019-02-26 23:51:09.258711","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=198251 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1644","2019-02-26 23:51:09.258811","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=199671 Win=156160 Len=0"
"1645","2019-02-26 23:51:09.259659","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=199671 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1646","2019-02-26 23:51:09.261168","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data, Application Data"
"1647","2019-02-26 23:51:09.261279","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=202511 Win=156160 Len=0"
"1648","2019-02-26 23:51:09.261898","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=202511 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1649","2019-02-26 23:51:09.263431","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=203931 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1650","2019-02-26 23:51:09.263555","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=205351 Win=156160 Len=0"
"1651","2019-02-26 23:51:09.265171","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=205351 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1652","2019-02-26 23:51:09.265177","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=206771 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1653","2019-02-26 23:51:09.265469","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=208191 Win=156160 Len=0"
"1654","2019-02-26 23:51:09.266392","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=208191 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1655","2019-02-26 23:51:09.267074","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=209611 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1656","2019-02-26 23:51:09.267232","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=211031 Win=156160 Len=0"
"1657","2019-02-26 23:51:09.268109","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=211031 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1658","2019-02-26 23:51:09.269391","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=212451 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1659","2019-02-26 23:51:09.269504","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=213871 Win=156160 Len=0"
"1660","2019-02-26 23:51:09.270143","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=213871 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1661","2019-02-26 23:51:09.271465","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=215291 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1662","2019-02-26 23:51:09.271562","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=216711 Win=156160 Len=0"
"1663","2019-02-26 23:51:09.272309","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=216711 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1664","2019-02-26 23:51:09.273842","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data, Application Data"
"1665","2019-02-26 23:51:09.274009","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=219551 Win=156160 Len=0"
"1666","2019-02-26 23:51:09.274568","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=219551 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1667","2019-02-26 23:51:09.275877","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=220971 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1668","2019-02-26 23:51:09.275969","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=222391 Win=156160 Len=0"
"1669","2019-02-26 23:51:09.281883","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=222391 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1670","2019-02-26 23:51:09.281890","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=223811 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1671","2019-02-26 23:51:09.281909","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=225231 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1672","2019-02-26 23:51:09.281914","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=226651 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1673","2019-02-26 23:51:09.281920","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=228071 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1674","2019-02-26 23:51:09.282232","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=229491 Win=156160 Len=0"
"1675","2019-02-26 23:51:09.283061","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=229491 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1676","2019-02-26 23:51:09.283067","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=230911 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1677","2019-02-26 23:51:09.283225","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=232331 Win=156160 Len=0"
"1678","2019-02-26 23:51:09.284152","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=232331 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1679","2019-02-26 23:51:09.284239","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=233751 Win=156160 Len=0"
"1680","2019-02-26 23:51:09.285511","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data, Application Data"
"1681","2019-02-26 23:51:09.285832","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=235171 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1682","2019-02-26 23:51:09.285899","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3035 Ack=236591 Win=156160 Len=0"
"1683","2019-02-26 23:51:09.287346","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=236591 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1684","2019-02-26 23:51:09.288257","192.168.1.4","117.18.237.70","TLSv1.3","145","Application Data"
"1685","2019-02-26 23:51:09.288383","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=238011 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1686","2019-02-26 23:51:09.291494","192.168.1.4","117.18.237.70","TLSv1.3","125","Application Data"
"1687","2019-02-26 23:51:09.291700","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=239431 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1688","2019-02-26 23:51:09.291704","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=240851 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1689","2019-02-26 23:51:09.291706","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=242271 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1690","2019-02-26 23:51:09.291810","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3197 Ack=243691 Win=156160 Len=0"
"1691","2019-02-26 23:51:09.292323","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=243691 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1692","2019-02-26 23:51:09.292389","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3197 Ack=245111 Win=156160 Len=0"
"1693","2019-02-26 23:51:09.293364","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=245111 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1694","2019-02-26 23:51:09.293444","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3197 Ack=246531 Win=156160 Len=0"
"1695","2019-02-26 23:51:09.295149","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=246531 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1696","2019-02-26 23:51:09.295244","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3197 Ack=247951 Win=156160 Len=0"
"1697","2019-02-26 23:51:09.295752","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=247951 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1698","2019-02-26 23:51:09.295821","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3197 Ack=249371 Win=156160 Len=0"
"1699","2019-02-26 23:51:09.297073","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=249371 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1700","2019-02-26 23:51:09.297151","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3197 Ack=250791 Win=156160 Len=0"
"1701","2019-02-26 23:51:09.298369","117.18.237.70","192.168.1.4","TLSv1.3","1474","Application Data, Application Data, Application Data"
"1702","2019-02-26 23:51:09.298463","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3197 Ack=252211 Win=156160 Len=0"
"1703","2019-02-26 23:51:09.299059","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=252211 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1704","2019-02-26 23:51:09.299127","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3197 Ack=253631 Win=156160 Len=0"
"1705","2019-02-26 23:51:09.300420","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=253631 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1706","2019-02-26 23:51:09.300508","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3197 Ack=255051 Win=156160 Len=0"
"1707","2019-02-26 23:51:09.301093","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=255051 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1708","2019-02-26 23:51:09.301160","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3197 Ack=256471 Win=156160 Len=0"
"1709","2019-02-26 23:51:09.302441","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=256471 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1710","2019-02-26 23:51:09.302530","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3197 Ack=257891 Win=156160 Len=0"
"1711","2019-02-26 23:51:09.303068","192.168.1.4","117.18.237.70","TLSv1.3","145","Application Data"
"1712","2019-02-26 23:51:09.303272","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=257891 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1713","2019-02-26 23:51:09.303345","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3288 Ack=259311 Win=156160 Len=0"
"1714","2019-02-26 23:51:09.305801","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=259311 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1715","2019-02-26 23:51:09.305807","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=260731 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1716","2019-02-26 23:51:09.306129","192.168.1.4","117.18.237.70","TCP","54","55059  >  443 [ACK] Seq=3288 Ack=262151 Win=156160 Len=0"
"1717","2019-02-26 23:51:09.306927","117.18.237.70","192.168.1.4","TCP","1474","[TCP Previous segment not captured] 443  >  55059 [ACK] Seq=263571 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1718","2019-02-26 23:51:09.306930","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=264991 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1719","2019-02-26 23:51:09.307023","192.168.1.4","117.18.237.70","TCP","66","[TCP Dup ACK 1716#1] 55059  >  443 [ACK] Seq=3288 Ack=262151 Win=156160 Len=0 SLE=263571 SRE=266411"
"1720","2019-02-26 23:51:09.308590","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=266411 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU], Application Data, Application Data"
"1721","2019-02-26 23:51:09.308681","192.168.1.4","117.18.237.70","TCP","66","[TCP Dup ACK 1716#2] 55059  >  443 [ACK] Seq=3288 Ack=262151 Win=156160 Len=0 SLE=263571 SRE=267831"
"1722","2019-02-26 23:51:09.309297","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=267831 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1723","2019-02-26 23:51:09.309364","192.168.1.4","117.18.237.70","TCP","66","[TCP Dup ACK 1716#3] 55059  >  443 [ACK] Seq=3288 Ack=262151 Win=156160 Len=0 SLE=263571 SRE=269251"
"1724","2019-02-26 23:51:09.309527","192.168.1.4","117.18.237.70","TLSv1.3","145","Application Data"
"1725","2019-02-26 23:51:09.310404","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=269251 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1726","2019-02-26 23:51:09.310480","192.168.1.4","117.18.237.70","TCP","66","[TCP Dup ACK 1716#4] 55059  >  443 [ACK] Seq=3379 Ack=262151 Win=156160 Len=0 SLE=263571 SRE=270671"
"1727","2019-02-26 23:51:09.312082","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=270671 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1728","2019-02-26 23:51:09.312162","192.168.1.4","117.18.237.70","TCP","66","[TCP Dup ACK 1716#5] 55059  >  443 [ACK] Seq=3379 Ack=262151 Win=156160 Len=0 SLE=263571 SRE=272091"
"1729","2019-02-26 23:51:09.312878","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=272091 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1730","2019-02-26 23:51:09.313017","192.168.1.4","117.18.237.70","TCP","66","[TCP Dup ACK 1716#6] 55059  >  443 [ACK] Seq=3379 Ack=262151 Win=156160 Len=0 SLE=263571 SRE=273511"
"1731","2019-02-26 23:51:09.313639","117.18.237.70","192.168.1.4","TCP","1474","[TCP Previous segment not captured] 443  >  55059 [ACK] Seq=282031 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
"1732","2019-02-26 23:51:09.313764","192.168.1.4","117.18.237.70","TCP","74","[TCP Dup ACK 1716#7] 55059  >  443 [ACK] Seq=3379 Ack=262151 Win=156160 Len=0 SLE=282031 SRE=283451 SLE=263571 SRE=273511"
"1733","2019-02-26 23:51:09.314847","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=283451 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU], Application Data, Application Data"
"1734","2019-02-26 23:51:09.314949","192.168.1.4","117.18.237.70","TCP","74","[TCP Dup ACK 1716#8] 55059  >  443 [ACK] Seq=3379 Ack=262151 Win=156160 Len=0 SLE=282031 SRE=284871 SLE=263571 SRE=273511"
"1735","2019-02-26 23:51:09.315823","117.18.237.70","192.168.1.4","TCP","1474","443  >  55059 [ACK] Seq=284871 Ack=3035 Win=150528 Len=1420 [TCP segment of a reassembled PDU]"
